title,details,type,type_id,host,date,time,location,link
Ivy+ Consortium Just in Time Career Fair,"If you're looking for an internship or job, don't miss this unique opportunity to meet top employers from various industries at the Ivy+ Just in Time Virtual Career Fair. Employers will be eager to meet you as they share information about currently available internships and full-time roles. Join your peers from other institutions as you engage with employers through high-quality video and small group information sessions. Undergraduates, graduate students, post-docs, and recent alumni are welcome to attend..",Panel/Seminar/Colloquim,5,Career Center,"Wed, Apr 7, 2021",1 PM – 5 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1055232
SEC & ACC Virtual Career Fair,Find an exciting job or internship at the annual SEC & ACC Virtual Career Fair. Meet top-notch employers online for opportunities nationwide.,Panel/Seminar/Colloquim,5,Career Center,"Tue, Apr 6, 2021",9 AM – 6 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1056263
Creating Legendary Change: A Conversation with State Senator Natalie Murdock,"The Lambda Omega Chapter of Delta Sigma Theta Sorority, Inc. presents a discussion with state senator, Natalie Murdock, District 20.",Panel/Seminar/Colloquim,5,"Delta Sigma Theta Sorority, Inc.","Tue, Mar 30, 2021",6 PM – 7 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1066153
Environmental Justice at the Intersections,"Engage in meaningful dialogue about the ways that Environmental Justice connects and intersects across a range of identities and experiences. This event is co-sponsored with the Center for Sexual & Gender Diversity, the Nicholas Queer Network, & the Undergraduate Environmental Union",Panel/Seminar/Colloquim,5,Student Involvement & Leadership,"Mon, Mar 29, 2021",6 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1049835
Environmentalism in MENA,"Join the Undergraduate Environmental Union and Juhood Magazine for a discussion about environmentalism in the Middle East and North Africa. We are honored to have Nisreen Elsaim, Nada Majdalan, and Dalit Wolf on a panel to discuss environmental activism, the promotion of environmental sustainability, and the advancement of peace efforts in the MENA region.",Panel/Seminar/Colloquim,5,Jas┼½r Magazine,"Fri, Mar 26, 2021",1:30 PM – 2:30 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1051889
Working While First-Generation,"The Career Center, in collaboration with Duke LIFE, is hosting an alumni panel discussion focused on real-life stories and experiences related to their identity as a first-generation college student and now a professional in the workplace. Attend to learn from recent alumni about how to find mentors, navigate the unwritten rules of the workplace, assess the culture of an organization, and evaluate a variety of industries for their level of support..",Panel/Seminar/Colloquim,5,Career Center,"Tue, Mar 23, 2021",6 PM – 7 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1038558
Duke China-U.S. Summit 2021: Shared Struggles In U.S.-China Relations,"Themed ""Rebuilding 2021: Shared Struggles in U.S.-China Relations"", the Duke China- US Summit in 2021 situates at a historical tipping point. Although political, economic, and social tensions between China and the United States continue to rise, in the context of a global pandemic China and the U.S. will each play a vital role, and the future of the relationship will largely shape the future of the globe. DCUS 2021 seeks to engage scholars, experts and professionals from many sectors to consider a future of constructive U.S.-China partnership. Conversations will cross disciplines, discussing public health, novel technology, education, culture and society to ultimately explore creative ways of rebuilding a future of mutual understanding and collaboration. This involves various formats including panel discussions, workshops, career fairs, and a novel case competition that pinpoints key issues in the China-U.S. relations. The summit is going virtual this year, reaching a global audience via creative ways of engagements.File Attachments:",Panel/Seminar/Colloquim,5,Duke Chinese Student Association,"Sat, Mar 20, 2021 8:30 AM –","Sun, Mar 21, 2021 10:30 AM EDT (GMT-4)",Virtual,https://dukegroups.com/events/rsvp?id=1006818
"DUU Marketing: ""Marketing in the Real World""","Join Duke University Union's Marketing Committee at the ""Marketing in the Real World"" panel! Come  hear from three DUU alumni on how their experiences at Duke have helped them succeed in their careers within the Marketing industry. The panelists will participate in an Open Q&A after the conclusion of the moderated panel.",Panel/Seminar/Colloquim,5,DUU Marketing,"Wed, Mar 17, 2021",7 PM – 8 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1049175
From the Field - Community Organizing,"Panelists: Jorge Mancilla, Jessica Quiason, and Jamie Marsicano.",Panel/Seminar/Colloquim,5,Policy for the People,"Wed, Mar 17, 2021",6 PM – 7 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1066306
Graduate Connections,Panel of graduate students will share insight with undergraduates regarding their graduate school experience.,Panel/Seminar/Colloquim,5,"Delta Sigma Theta Sorority, Inc.","Mon, Mar 15, 2021",7:10 PM – 9 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1048743
Tell Me More: Concept to Cover feat. New York Magazine & The Atlantic,"We’re kicking off Duke Career Center’s Tell Me More series with a special DEMAN inspired-episode featuring two all-star alumni who worked together at The Chronicle: New York Magazine’s Senior Photo Editor, Maya Robinson ’11, and The Atlantic’s Staff Writer David Graham ’09.Robinson and Graham will take us behind the scenes of the creative process of magazine cover photography and cover stories for their respective publications, share how they are photographing and reporting globally during the pandemic, as well as answer your burning questions.In collaboration with Duke Arts, DeWitt Wallace Center for Media & Democracy, Duke Alumni Engagement & Development, Duke in NY, Duke in LA, Duke Global Education Office & DukeJournos.",Panel/Seminar/Colloquim,5,Career Center,"Mon, Mar 15, 2021",7 PM – 8 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1038568
Industry Meetup: Nonprofit & Government,The Duke Career Center and Duke Sanford School of Public Policy invite you to a virtual networking event! Connect with employer representatives from the nonprofit and government sectors to learn more about their organizations and full-time and/or internship opportunities. Employers will host short one-on-one video conversations with interested students.,Panel/Seminar/Colloquim,5,Career Center,"Fri, Mar 12, 2021",1 PM – 2 PM EST (GMT-5),Online,https://dukegroups.com/events/rsvp?id=1025620
Water Stories: The Power of Narratives in Responding to Challenges like COVID-19 and Climate Adaptation,Speakers from various sector will discuss the importance of narratives in the water sector.,Panel/Seminar/Colloquim,5,Duke Water Network,"Fri, Mar 12, 2021",1 PM – 3 PM EST (GMT-5),-,https://dukegroups.com/events/rsvp?id=1030652
Working While International,"The Career Center, in collaboration with International House, has developed a series of alumni panel discussions around real-life stories and experiences related to identity in the workplace. Attend to learn from recent alumni about how to find mentors, navigate in the workplace, assess the culture of an organization, and evaluate a variety of industries for their level of support. The discussion will include the recruitment process through to current roles..",Panel/Seminar/Colloquim,5,Career Center,"Thu, Mar 11, 2021",6 PM – 7 PM EST (GMT-5),Online,https://dukegroups.com/events/rsvp?id=1017959
"RecTalks | Health, Nutrition & Recreation","Eating well and making healthy choices around food is important for our health, but what does it mean to eat well and what dictates a healthy food choice? Join our panel of experts while we explore these questions to better understand our relationship with food and how we can use it to build a strong foundation for our health and overall wellbeing.ABOUT RECTALKSRecTalks are informative and influential discussions with experts in their industries of sport, recreation, physical education and wellness. Hosted by Duke Recreation and Physical Education, our goal is to provide our community with resources and information that promotes the physical, environmental, and mental wellbeing of our university community.FUTURE RECTALK TOPICSDiversity in the OutdoorsNutritionMental WellbeingDiversity in Recreation & SportsPsychology in SportsTechnology",Panel/Seminar/Colloquim,5,Duke Rec & PE,"Wed, Mar 10, 2021",7 PM – 8 PM EST (GMT-5),-,https://dukegroups.com/events/rsvp?id=1043032
Exploring Careers in the Global Health Workforce,This speaker event will include panelists in the global health workforce to discuss their career paths and experiences.,Panel/Seminar/Colloquim,5,Partners In Health Engage,"Wed, Mar 10, 2021",5 PM – 7 PM EST (GMT-5),TBD,https://dukegroups.com/events/rsvp?id=1025273
Water Stories: The Power of Narratives in Responding to Challenges like COVID-19 and Climate Adaptation,Speakers from across sectors will be discussing the importances of telling stories in the water world.,Panel/Seminar/Colloquim,5,Duke Water Network,"Fri, Mar 5, 2021",1 PM – 3 PM EST (GMT-5),-,https://dukegroups.com/events/rsvp?id=1030583
Exploring Careers Across Industries: Nonprofit & Government,"Join Duke alumni in a virtual career panel for Duke undergraduates, graduate students and alumni (up to 5 years post-graduation) to connect with industry professionals. Learn about emerging trends and roles within organizations, explore career paths and reflect on how various careers in nonprofit and government industries align with your interests, skills and values..",Panel/Seminar/Colloquim,5,Career Center,"Thu, Mar 4, 2021",5 PM – 6 PM EST (GMT-5),Online,https://dukegroups.com/events/rsvp?id=1008473
