title,details,type,type_id,host,date,time,location,link
Juhood Talk: Anti-Black Racism in the Arab World,"Join us for our inaugural Juhood Talk featuring Amuna Mohamed, founder of the Black Arabs Collective. In discussing her work with the collective, Amuna will lead a conversation that explores the Black Arab/Afro-Arab identity, intersectionality, and the contrast between racial contexts across different regions. You won't want to miss it!",Lecture/Talk,4,Jas┼½r Magazine,"Thu, Sep 17, 2020",7 PM – 8:30 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=766725
The Importance of Multicultural Education,"Join Duke IE, Dean Martin Smith, and Professor Kisha Daniels as they discuss the importance and implementation of multicultural education.",Lecture/Talk,4,Duke Inside Education,"Tue, Sep 15, 2020",7 PM – 8 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=812902
September Body Meeting,"Please come hear from Claire Wasserman, from Ladies Get Paid, who will talk about female empowerment in the work place!",Lecture/Talk,4,Duke Association for Business Oriented Women,"Tue, Sep 8, 2020",7:30 PM – 9 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=766861
Duke LBO Info Session + Senior Panel,"Duke Latinx Business Organization (LBO) will be hosting their first meeting on Thursday 08/20 at 6pm. Join us to learn more about Duke LBO! Find out what opportunities Duke LBO has to offer, how to be a part of the organization, and get the chance to ask our seniors any questions! All years are welcome. Zoom Link",Lecture/Talk,4,Latinx Business Organization,"Thu, Aug 20, 2020",6 PM – 7 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=747568
International Humanitarian Law Part 2,This will be an extension to the presentation we had at the beginning of April for those that want to continue the discussion.,Lecture/Talk,4,Duke Red Cross,"Sat, Apr 24, 2021",1 PM – 2 PM EDT (GMT-4),-,https://dukegroups.com/events/rsvp?id=1087135
Mental Health Event,"The brother of the AAX chapter of Phi Beta Sigma Fraternity, Inc. will be hosting an open discussion on mental health in college students, specifically with regard to burnout and the academic culture on campus. This will be a virtual zoom call with any student who wishes to attend. We will also be hosting an AAX Alumni who is a mental health professional to add to the discussion and provide tips to avoid the detrimental effects of the high-intensity academic life of college.",Lecture/Talk,4,"Phi Beta Sigma Fraternity, Inc.","Thu, Apr 22, 2021",7:15 PM – 8:30 PM EDT (GMT-4),Zoom,https://dukegroups.com/events/rsvp?id=1081463
Israel: A Nation that Dwells Alone or a Light Among the Nations,"A Q&A with Or Shaked, advisor for human rights at the Israeli mission to the UN",Lecture/Talk,4,Duke Israel Public Affairs Committee,"Wed, Apr 21, 2021",6 PM – 7 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1085944
What Islam Teaches about Protecting the Planet (COPY),"Join author of Green Deen and environmental consultant Ibrahim Abdul-Matin for a conversation on the connection between the Islamic faith and environmental protection. Learn about his journey, his book, and how we can connect science and faith through the lens of conservation. This event is co-hosted by the Undergraduate Environmental Union and Center for Muslim Life.",Lecture/Talk,4,Undergraduate Environmental Union,"Mon, Apr 19, 2021",8:30 PM – 9:30 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1095431
Michael J. Fox Speaking Event,"Actor and philanthropist Michael J. Fox is joining the Duke Pancakes for Parkinson's club for a Q&A and panel discussion about acting, the business of foundations, and Parkinson's disease.",Lecture/Talk,4,Pancakes for Parkinson's,"Mon, Apr 19, 2021",4 PM – 4:45 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1079892
"Alum Zoom with Rachel (Xiaoyu) Tian, PhD'16 (BME), Machine Learning Engineer at Twitter","Join us for the Alum Zoom series where we will ask Rachel (Xiaoyu) Tian, Machine Learning Engineer at Twitter, 5 career questions in 30 minutes. Rachel received her BSc in Electrical Engineering from Beijing Jiaotong University, and her PhD in Biomedical Engineering from Duke in 2016. She will discuss her background, career path, current job and experience searching for jobs in the US as an international candidate.",Lecture/Talk,4,Career Center,"Mon, Apr 19, 2021",12 PM – 12:30 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1069933
In Conversation: Tift Merritt & Allison Russell,"Hungry River is a performance collaboration between Tift Merritt, Allison Russell (Our Native Daughters, Birds of Chicago) and playwright and cultural worker Nina Angela Mercer, exploring the emotional history of North Carolina's segregated asylum and the prophetic importance of the people who lived their lives there.  Through song and monologue, ceremony and storytelling, this community history helps us understand not only the asylum's past but also how that past informs the ways we view race relations, poverty, criminalized margins, and the stigma of mental illness today.Hungry River began as a collection of objects — a language of abandoned essential knowledge — from asylums across NC.  Within were much more than the simplistic diagnoses left in medical archives —  sickness, heartbreak, poverty, loss of a child, the war, pregnancy —but appropriate responses to a mad flawed world.  A young woman's grave covered in pine branches, a photograph of a WWI veteran in a velvet suit, the hospital brass band, river roots from an unmarked graveyard, a moth caught for decades in an intake record — Hungry River travels lyrical presences in archived materials, buildings, collective memory and a forgotten box of photographs seeking how best to reconnect and care for lost stories.As part of Duke Performances' and Duke Arts' In Conversation series this spring, the artists will offer an introduction to the many components of Hungry River. This work-in-process showing functions as the first of many invitations for shared narrative and community response — a framework and sounding call for this site as catalysts for art and study and a rare opportunity to explore memory, trauma and resilience.Friday, April 16, 202112-1 PM ETVimeo (https://vimeo.com/event/563246/c8d86303dc)Free and open to the publicNo registration required",Lecture/Talk,4,Duke Performances,"Fri, Apr 16, 2021",12 PM – 1 PM EDT (GMT-4),Vimeo,https://dukegroups.com/events/rsvp?id=1024740
ArtsFest: Music Industry Webinar - Mechanical Licensing Collective,"Join duARTS on April 15th from 7-8pm ET as we welcome Serona Elton, Head of Educational Partnerships at the Mechanical Licensing Collective. The Mechanical Licensing Collective (The MLC) is a nonprofit organization designated by the U.S. Copyright Office pursuant to the historic Music Modernization Act of 2018.In January 2021, The MLC began administering blanket mechanical licenses to eligible streaming and download services (digital service providers or DSPs) in the United States. The MLC will then collect the royalties due under those licenses from the DSPs and pay songwriters, composers, lyricists, and music publishers.The MLC has built a publicly accessible musical works database, as well as a portal that creators and music publishers can use to submit and maintain their musical works data. These tools will help ensure that creators and music publishers are paid properly.The MLC will strive to ensure songwriters, composers, lyricists, and music publishers receive their mechanical royalties from streaming and download services in the U.S. accurately and on time.This event will introduce Duke music creatives to the MLC, and teach how to connect to collect these unmatched royalties for their music.",Lecture/Talk,4,duARTS,"Thu, Apr 15, 2021",7 PM – 8 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1063284
The Blackburn Literary Festival,"The Blackburn Literary Festival is hosted annually by The Archive, Duke's oldest literary magazine. This year, LitFest will feature a poetry reading followed by a moderated conversation and audience Q&A with poet Sharon Olds!",Lecture/Talk,4,The Archive,"Wed, Apr 14, 2021",8 PM – 9 PM EDT (GMT-4),Zoom Webinar (Virtual),https://dukegroups.com/events/rsvp?id=1057504
"Alum Zoom with Jillian Powers, PhD'11, Responsible AI Lead at Idea Couture","Jillian Powers, PhD'11 will share how her background in social science research led her to a career working in business and solving design problems. She will also give advice on how interested students might prepare to work in similar career fields. For graduate students and postdocs.Biography: Jillian Powers, PhD'11 is an applied sociologist, educator, and general rabble rouser who cut her teeth in the undercommons of elite universities. After receiving her BA from Dartmouth College, she earned her PhD from Duke University in Sociology. She has held postdoctoral positions in American Studies and Sociology at Washington University in Saint Louis and Brandeis University, and has taught civics and American Democracy at Democracy Prep in Harlem NY. In 2016, after another disappointing year on the academic job market, she went rogue. She now works in the private sector as the Lead for Responsible AI for Cognizant, a multinational digital and professional services company, and joyfully lives in Crown Heights, Brooklyn where she builds her community. She has lots of strong opinions, and has been regularly called a ""difficult"" woman. She has worked in industry supporting digital transformation and innovation for clients across a range of industries and verticals at ReD Associates, Gemic, Narativ, and Idea Couture.",Lecture/Talk,4,Career Center,"Wed, Apr 14, 2021",1 PM – 1:30 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1061991
