title,details,type,type_id,host,date,time,location,link
Brown Table Talks - Hello Fall Edition,"During the school year, our center's round brown table is the center of conversation. We hope to embody that sense of community and conversation outside bi-weekly. We will have discussions, watch movies, and create DIY projects.Food Provided (Food Vouchers from ABP)",Social,2,Mary Lou Williams Center for Black Culture,"Fri, Oct 16, 2020",8 PM – 9:30 PM EDT (GMT-4),Mary Lou Williams Center back Patio,https://dukegroups.com/events/rsvp?id=847535
Global Cafe,"The IHouse Global Cafe will resume on Friday, September 4 at 10:00 AM (U.S. Eastern Time). This is a weekly social event with the intent to build community between students, employees, post-docs, scholars, and families.This semester, all the meetings will happen virtually on Zoom. Please register via https://bit.ly/ihouse-global-cafe to join.",Social,2,Duke International Student Center,"Fri, Oct 16, 2020",10 AM – 11 AM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=766431
Duke@Nite Trivia,"Duke@Nite's regular trivia, in a new online format! Show off your knowledge against your friends and win awesome prizes!This week, we're collaborating with WXDU for some music-themed trivia! Gather a team of experts and join us this Thursday for a fun evening of trivia and an opportunity to learn more about the record label we have here on Duke's campus!",Social,2,DUU Duke @ Nite,"Thu, Oct 15, 2020",9 PM – 10:15 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=860305
English Conversation Club,"Each Monday, International House provides a casual, small-group setting where all members of the Duke community--students, scholars, spouses, and staff--can practice conversational English.Topics include American culture, social systems, and issues related to daily life. Come and you will have chances to share your experience in the U.S. with others while practicing conversational English with the help of Duke staff volunteers. Through discussions in small groups, you will also learn about other cultures from various countries.In 2020 Fall semester, the English Conversation Club runs every Monday from 7:30 to 8:30pm (Eastern Time) virtually on Zoom. You must reigster through https://bit.ly/ECC-2020-Fall to attend the club. The Zoom link will be available after registration.Please email Ling.jin@duke.edu for more information.",Social,2,Duke International Student Center,"Mon, Oct 12, 2020",7:30 PM – 8:30 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=766386
Chai Chats,Join us over zoom in casual get-togethers hosted throughout the semester.,Social,2,Duke Persian Students Association,"Sat, Oct 10, 2020",7 PM – 8 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=836673
Ex Machina Virtual Screening!,"Join us for a screening of Ex Machina (2014) at 7pm and 10pm on Saturday! Programmer Caleb Smith meets Ava, a sentient AI in a human body, who is the invention of CEO Nathan Bateman. As the days pass, Ava seems more and more human, and Caleb questions if he may even be a robot himself. A thrilling sci-fi psychological thriller, Ex Machina examines the ethics behind autonomy and artificial intelligence.",Social,2,DUU Freewater Presentations,"Sat, Oct 10, 2020 7:00 PM –","Sun, Oct 11, 2020 12:00 AM EDT (GMT-4)",Online Event,https://dukegroups.com/events/rsvp?id=851262
Next In Fashion Binge Club,"Join us at our Binge Club kickoff event, where we'll begin our watching of Next In Fashion, a Netflix series where fashion designers compete to become big in the fashion world!",Social,2,Duke Fashion Exchange,"Fri, Oct 9, 2020",8 PM – 9 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=839395
Global Cafe,"The IHouse Global Cafe will resume on Friday, September 4 at 10:00 AM (U.S. Eastern Time). This is a weekly social event with the intent to build community between students, employees, post-docs, scholars, and families.This semester, all the meetings will happen virtually on Zoom. Please register via https://bit.ly/ihouse-global-cafe to join.",Social,2,Duke International Student Center,"Fri, Oct 9, 2020",10 AM – 11 AM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=766430
Duke@Nite Trivia,"Duke@Nite's regular trivia, in a new online format! Show off your knowledge against your friends and win awesome prizes!This week, we're partnering with Duke's very own TikTok Ambassadors for TikTok trivia! Gather up a team of TikTok experts and come join us in celebrating the BEST quarantine activity. Plus, you can find fun TikTok Zoom backgrounds in the @duudukeatnite Instagram bio. See you on Thursday!",Social,2,DUU Duke @ Nite,"Thu, Oct 8, 2020",9 PM – 10:15 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=752449
City of God Virtual Screening!,"Join us for a virtual screening of City of God (2002) at 9pm on Thursday, 10/8! (Portuguese title: Cidade de Deus.) City of God follows two young men in Rio de Janeiro, and the systems of organized crime that surround them. Loosely based on real events, City of God offers a haunting picture of Rio, with many of the actors coming from real-life favelas themselves.",Social,2,DUU Freewater Presentations,"Thu, Oct 8, 2020",9 PM – 11:30 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=851266
English Conversation Club,"Each Monday, International House provides a casual, small-group setting where all members of the Duke community--students, scholars, spouses, and staff--can practice conversational English.Topics include American culture, social systems, and issues related to daily life. Come and you will have chances to share your experience in the U.S. with others while practicing conversational English with the help of Duke staff volunteers. Through discussions in small groups, you will also learn about other cultures from various countries.In 2020 Fall semester, the English Conversation Club runs every Monday from 7:30 to 8:30pm (Eastern Time) virtually on Zoom. You must reigster through https://bit.ly/ECC-2020-Fall to attend the club. The Zoom link will be available after registration.Please email Ling.jin@duke.edu for more information.",Social,2,Duke International Student Center,"Mon, Oct 5, 2020",7:30 PM – 8:30 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=766385
Mean Girls Screening on East Campus!,"Join us for a screening of Mean Girls! It will be held on East Campus on the field next to Baldwin Auditorium. Capped at 25 people per screening, 50 people total. Register now to reserve a spot!",Social,2,DUU Freewater Presentations,"Sat, Oct 3, 2020",7:15 PM – 8:15 PM EDT (GMT-4),TBD,https://dukegroups.com/events/rsvp?id=838436
Next In Fashion Binge Club,"Join us at our Binge Club kickoff event, where we'll begin our watching of Next In Fashion, a Netflix series where fashion designers compete to become big in the fashion world!",Social,2,Duke Fashion Exchange,"Fri, Oct 2, 2020",8 PM – 9 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=839394
Brown Table Talks - Hello Fall Edition,"During the school year, our center's round brown table is the center of conversation. We hope to embody that sense of community and conversation outside bi-weekly. We will have discussions, watch movies, and create DIY projects.Food Provided (Food Vouchers from ABP)",Social,2,Mary Lou Williams Center for Black Culture,"Fri, Oct 2, 2020",8 PM – 9:30 PM EDT (GMT-4),Mary Lou Williams Center back Patio,https://dukegroups.com/events/rsvp?id=847512
Mehrgan Celebration,Join Duke Persian Students' Associaton in celebrating the Harvest Festival with a night of virtual music and fun!,Social,2,Duke Persian Students Association,"Fri, Oct 2, 2020",7 PM – 8:30 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=836668
Global Cafe,"The IHouse Global Cafe will resume on Friday, September 4 at 10:00 AM (U.S. Eastern Time). This is a weekly social event with the intent to build community between students, employees, post-docs, scholars, and families.This semester, all the meetings will happen virtually on Zoom. Please register via https://bit.ly/ihouse-global-cafe to join.",Social,2,Duke International Student Center,"Fri, Oct 2, 2020",10 AM – 11 AM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=766429
Sorry to Bother You Screening!,"Join us for a screening of Sorry to Bother You (2018)! In an alternate version of Oakland, California, young Black telemarketer Cassius Green navigates the perilous world of corporate business. As he settles into the company RegalView, he discovers that not all is what it seems...",Social,2,DUU Freewater Presentations,"Thu, Oct 1, 2020",9 PM – 11 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=838432
Boba Night (Virtual),An evening to celebrate boba. Includes a cultural presentation and games over Zoom.,Social,2,Duke CommuniTEA,"Thu, Oct 1, 2020",6 PM – 7 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=834922
English Conversation Club,"Each Monday, International House provides a casual, small-group setting where all members of the Duke community--students, scholars, spouses, and staff--can practice conversational English.Topics include American culture, social systems, and issues related to daily life. Come and you will have chances to share your experience in the U.S. with others while practicing conversational English with the help of Duke staff volunteers. Through discussions in small groups, you will also learn about other cultures from various countries.In 2020 Fall semester, the English Conversation Club runs every Monday from 7:30 to 8:30pm (Eastern Time) virtually on Zoom. You must reigster through https://bit.ly/ECC-2020-Fall to attend the club. The Zoom link will be available after registration.Please email Ling.jin@duke.edu for more information.",Social,2,Duke International Student Center,"Mon, Sep 28, 2020",7:30 PM – 8:30 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=766384
Protect Our Winters : Virtual Adventure Series,"Join us on Monday, September 28 for a live streaming of. This event will be hosted by professional snowboarder and mountaineerand will feature a Q&A after the screening with professional rock climber.To reserve your spot, text RSVP to 65351.Duke Rec & P.E. is excited to be partnering with Protect Our Winters, a non-profit focused on helping passionate outdoor people protect the places and lifestyles they love from climate change. Throughout the Fall Semester, we will be streaming a variety of adventure-based films and hosting panel discussions to talk more about outdoor recreation and the impacts of climate change.",Social,2,Duke Rec & PE,"Mon, Sep 28, 2020",7 PM – 9 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=836846
Children of Men Screening!,"Join us for a screening of Children of Men (2006)! Children of Men is a sci-fi thriller directed by Alfonso Cuarón (Roma) about a future where people are no longer able to have children. The crisis has brought about the downfall of society, and protagonist Theo has to protect pregnant mother Kee, who is the last hope of humanity.",Social,2,DUU Freewater Presentations,"Sat, Sep 26, 2020 7:00 PM –","Sun, Sep 27, 2020 12:00 AM EDT (GMT-4)",Online Event,https://dukegroups.com/events/rsvp?id=827786
Next In Fashion Binge Club,"Join us at our Binge Club kickoff event, where we'll begin our watching of Next In Fashion, a Netflix series where fashion designers compete to become big in the fashion world!",Social,2,Duke Fashion Exchange,"Fri, Sep 25, 2020",8 PM – 9 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=839380
SOCA Welcome Social Mixer,Fun games and conversation over zoom. Winner of SOCA's TikTok challenge will be announced and presented with a prize.,Social,2,Students of the Caribbean Association,"Fri, Sep 25, 2020",7 PM – 8 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=831910
Global Cafe,"The IHouse Global Cafe will resume on Friday, September 4 at 10:00 AM (U.S. Eastern Time). This is a weekly social event with the intent to build community between students, employees, post-docs, scholars, and families.This semester, all the meetings will happen virtually on Zoom. Please register via https://bit.ly/ihouse-global-cafe to join.",Social,2,Duke International Student Center,"Fri, Sep 25, 2020",10 AM – 11 AM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=766428
Duke@Nite Trivia,"Duke@Nite's regular trivia, in a new online format! Show off your knowledge against your friends and win awesome prizes!This weeks theme is everything DISNEY!!!! The five rounds, encompassing all of the Disney franchise, include Disney Channel Shows, Movies, Star Wars, Marvel, and other surprises! Gather your Disney-loving friends and hop on Zoom!",Social,2,DUU Duke @ Nite,"Thu, Sep 24, 2020",9 PM – 10:30 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=752447
The Motorcycle Diaries Screening!,"Join us for a screening of The Motorcycle Diaries (2004)! The Motorcycle Diaries is a 2004 biopic about the roadtrip of Ernesto Guevara, better known later in life as Che Guevara. Ernesto and his friend Alberto trek across South America on their trusty motorcycle, and their experiences paint a picture of the 1950s Latinamerican landscape.",Social,2,DUU Freewater Presentations,"Thu, Sep 24, 2020 9:00 PM –","Fri, Sep 25, 2020 12:00 AM EDT (GMT-4)",Online Event,https://dukegroups.com/events/rsvp?id=827784
