title,details,type,type_id,host,date,time,location,link
Ballroom Dance Workshop,"Join us for our free weekly virtual ballroom dance workshops! We will be teaching a variety of technique, choreo, and dance styles like Cha Cha, Swing, Waltz, Foxtrot, and more! No partner or experience required~ Check out our website for more information about us and to see our class calendar. https://sites.duke.edu/dukeballroomdance/",Workshop/Short Course,3,Club Ballroom Dance,"Sun, Oct 18, 2020",2 PM – 3 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=812230
Family Weekend: Dance Cardio for All Levels,"Join us for this special Family Weekend dance cardio workout to ignite your creativity and boost your physical and mental health! In this workshop you'll learn basic dance moves that are simple, uplifting, and fun to do with the fam. A special Family Weekend playlist strings together these moves in a guaranteed workout for your heart and soul.Note:  This event is open to the entire Duke Community.",Workshop/Short Course,3,Duke Arts Create,"Sat, Oct 17, 2020",2 PM – 3 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=852347
Frontline Fatigue: Understanding Race-Based Stress & Racial Battle Fatigue,"For many people of color, the stress and trauma experienced when coping with racism,everything from workplace microaggressions to seeing yet another unjust, racializedkilling, can produce symptoms close to posttraumatic stress disorder. In this training forstaff, faculty, and students, we will explore the ideas of race-based stress and racial battle fatigue, help participants understand the impact of these constructs, and encourage the development of coping mechanism for people of color.",Workshop/Short Course,3,Mary Lou Williams Center for Black Culture,"Fri, Oct 16, 2020",12 PM – 1:30 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=838100
GANO Virtual Tutoring,Every Tuesday and Thursday from 6:30-7:30 we will be facilitating free English tutoring from Duke students for the local Hispanic community via Zoom!  All tutors and tutees will join our main Zoom link and then be paired off into breakout rooms for the hour.,Workshop/Short Course,3,Gente Aprendiendo para Nuevas Oportunidades,"Thu, Oct 15, 2020",6:30 PM – 7:30 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=783992
Workshop: An Evening of Love Poetry,"Love, as with poetry, invites us to risk, to dare, to imagine new possibilities. Join poet and teaching artist Michael Beadle as we explore how poets take on the many facets of love—from the sensuous and sublime, to the tender and tenuous, to the fractured and faulty. We'll read and study different styles and forms to gain insights on how to write our own original love poems.",Workshop/Short Course,3,The Writers' Collective,"Thu, Oct 15, 2020",6 PM – 7 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=756285
DASL Weekly Lessons,Every week we will be holding ASL lessons!,Workshop/Short Course,3,Duke ASL,"Thu, Oct 15, 2020",6 PM – 7 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=771135
Embroidery,"In this workshop you will be guided through learning a handful of the basic embroidery stitches—when put together, these stitches can create beautiful and complex imagery. Get started on a piece to be framed as a work of art or sewn onto a piece of clothing like a patch!",Workshop/Short Course,3,Duke Arts Create,"Thu, Oct 15, 2020",6 PM – 7 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=851009
Introduction to Architectural Drawing Using Sketchup,"SketchUp is a 3D modeling computer program for a wide range of drawing applications including architectural, interior design, landscape architecture, civil and mechanical engineering, film, and video game design.Note: Once registered, you will receive an email with the Zoom link a day before the class. Attendance will be taken and the session will be recorded.",Workshop/Short Course,3,Duke Arts Create,"Thu, Oct 15, 2020",2 PM – 4 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=850894
Koru Mindfulness 2.0 Class Starting: October 14th | 10:00am - 11:15 am,"Students must have completed Koru Basic before registering for 2.0.Developed right here at Duke, Koru Mindfulness is an evidence-based program specifically designed for teaching mindfulness and meditation as way to manage stress and reduce anxiety.You will learn specific skills that help calm and focus your mind, including breathing exercises, guided imagery, body scan, and more.",Workshop/Short Course,3,Student Wellness Center,"Wed, Oct 14, 2020",10 AM – 11:15 AM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=740188
IHouse Presentation:  Building an Online Community,"Join us for this informative session led by Bridget Fletcher,Director of Communication and Intercultural Programs, Pratt School of Engineeringto learn about different methods for building and maintaining an online community.",Workshop/Short Course,3,Duke International Student Center,"Wed, Oct 14, 2020",9 AM – 10 AM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=787378
GANO Virtual Tutoring,Every Tuesday and Thursday from 6:30-7:30 we will be facilitating free English tutoring from Duke students for the local Hispanic community via Zoom!  All tutors and tutees will join our main Zoom link and then be paired off into breakout rooms for the hour.,Workshop/Short Course,3,Gente Aprendiendo para Nuevas Oportunidades,"Tue, Oct 13, 2020",6:30 PM – 7:30 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=783991
DASL Tuesday Night Meetings,"We will watch the recorded class from the previous Thursday. You can come if you went to the Thursday class and want more practice, or if you were unable to attend the Thursday class. We will release the recorded video for everyone to be able to watch on their own on Wednesday!",Workshop/Short Course,3,Duke ASL,"Tue, Oct 13, 2020",6 PM – 7 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=808656
DASL Tuesday Night Meetings,"We will watch the recorded class from the previous Thursday. You can come if you went to the Thursday class and want more practice, or if you were unable to attend the Thursday class. We will release the recorded video for everyone to be able to watch on their own on Wednesday!",Workshop/Short Course,3,Duke ASL,"Tue, Oct 13, 2020",6 PM – 7 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=808665
DASL Tuesday Night Meetings,"We will watch the recorded class from the previous Thursday. You can come if you went to the Thursday class and want more practice, or if you were unable to attend the Thursday class. We will release the recorded video for everyone to be able to watch on their own on Wednesday!",Workshop/Short Course,3,Duke ASL,"Tue, Oct 13, 2020",6 PM – 7 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=808674
Using Color Harmonies: Painting with William Paul Thomas,"In this painting workshop with Durham artist William Paul Thomas, participants will create dynamic compositions by applying an understanding of color theory.  Attendees will use inspiration from found images in magazines, repurposing old images to create new ones.",Workshop/Short Course,3,Duke Arts Create,"Tue, Oct 13, 2020",6 PM – 7 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=850887
Reckoning with Race: Why & How Black Lives Matter - Part 2,"In part 2 of 2, we will begin exploring with participants the importance of moving from aframework of ""not-racist"" to one of ""anti-racist"", and challenge them to explore the nextsteps. Facilitators will: challenge participants to consider how anti-racist principles applyto them; use design-thinking principles to help participants consider how anti-racistsystems could operate in personal & professional settings; and consider ways thesesystems could be disrupted.",Workshop/Short Course,3,Mary Lou Williams Center for Black Culture,"Tue, Oct 13, 2020",12 PM – 1:30 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=838069
Adobe Dimension: Creating 3D Graphics,"Whether you enjoy web design, graphic design or illustrating, you may have been confronted with the age old problem that is finding the right support graphics for your work. This workshop will serve as an introduction to Adobe Dimension, a program that could save you from countless hours of editing a stock image to fit your project.Dimension is a program that allows you to work in 3D in order to create the exact image you need for your work. Use the different models already provided in the app, or create and import your own 3D model, then apply texture, logo, and background to create the perfect support and custom image that fits your brand!",Workshop/Short Course,3,Duke Arts Create,"Mon, Oct 12, 2020",6 PM – 8 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=850633
Ballroom Dance Workshop,"Join us for our free weekly virtual ballroom dance workshops! We will be teaching a variety of technique, choreo, and dance styles like Cha Cha, Swing, Waltz, Foxtrot, and more! No partner or experience required~ Check out our website for more information about us and to see our class calendar. https://sites.duke.edu/dukeballroomdance/",Workshop/Short Course,3,Club Ballroom Dance,"Sun, Oct 11, 2020",2 PM – 3 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=812229
Songwriting Critique Circle,"Bring your music and receive feedback from your peers. You can bring work that's at any stage of the songwriting process -- it </span><strong>does not</strong><span style=""font-weight: 400;""> need to be polished! There will be 4-5 people per circle, and each person will have up to 15 minutes to share their music and receive feedback. This is a great opportunity to learn from your peers in a casual setting, gain inspiration, and find collaborators! </span><strong><em>Music makers of all levels of experience are welcome to participate</em></strong><span style=""font-weight: 400;"">. Songwriting critique circles are held every 2 weeks.",Workshop/Short Course,3,Siren Music Community,"Fri, Oct 9, 2020",2 PM – 4 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=860020
GANO Virtual Tutoring,Every Tuesday and Thursday from 6:30-7:30 we will be facilitating free English tutoring from Duke students for the local Hispanic community via Zoom!  All tutors and tutees will join our main Zoom link and then be paired off into breakout rooms for the hour.,Workshop/Short Course,3,Gente Aprendiendo para Nuevas Oportunidades,"Thu, Oct 8, 2020",6:30 PM – 7:30 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=783990
DASL Weekly Lessons,Every week we will be holding ASL lessons!,Workshop/Short Course,3,Duke ASL,"Thu, Oct 8, 2020",6 PM – 7 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=771134
"Political Zines, Voting & Empowerment /Flag Books","In the midst of the current election cycle, artists and activists are finding creative ways to share the importance of voting with their communities.  Bringing the energy from our previous workshop, Activist Zines, in this session we will introduce Artists Books as a way to communicate and share the importance of exercising your voice.Artists books have been transformed and reimagined as a means for sharing knowledge and information in different and unusual forms. Participants will look at a variety of artists, educators, organizers and creative agents of change in their methods of producing an Artist Book. In addition, we'll learn the technique of creating a Flag Book using a simple accordion fold and begin our own book of voting and empowerment.",Workshop/Short Course,3,Duke Arts Create,"Thu, Oct 8, 2020",6 PM – 7 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=850888
